Estado,ID_Expediente,Clasificacion_Norma,Fecha_Inicio,Caratula,Estado_Actual,Prioridad_Expediente,Riesgo_Financiero,Abogado_Asignado,Instancia_Actual,Audiencia_Prevista,Resultado_Final,Cantidad_de_Partes,Monto_Reclamado,Monto_Resuelto,Tipo_Demandante,Dias_en_Etapa,Juzgado,Caratula.1,Abogado_Contraparte,Tiene_Audiencia
TERMINADO,380086,Norma Laboral,2019-11-19 07:52:55,Expediente 177,TERMINADO,Alta,Bajo,Laura,Corte Suprema,2030-10-09 07:35:16,Favorable,4,3402042.406700962,1151293.0383543717,Empresa,1246,PAZ TERCERA,Caso relacionado 177,DRA. CINTIA FIAD,1
FERIA JUDICIAL,997200,Norma Penal,2009-12-24 13:41:22,Expediente 339,FERIA JUDICIAL,Baja,Moderado,Belén,Corte Suprema,,Conciliación,6,3295092.0638389564,1464140.2608700504,Organismo Público,833,LABORAL 5,Caso relacionado 339,DRA. CINTIA FIAD,0
EN TRÁMITE,830643,Norma Comercial,2000-03-16 21:25:47,Expediente 144,FERIA JUDICIAL,Baja,Alto,Agostina,Segunda Instancia,2027-11-20 02:14:45,Conciliación,3,802197.5268931197,211061.9944083797,Empresa,1471,LABORAL 5,Caso relacionado 144,DRA. CINTIA FIAD,1
TERMINADO,406775,Norma Civil,2010-12-24 08:02:50,Expediente 276,FERIA JUDICIAL,Alta,Alto,Belén,Segunda Instancia,2028-04-01 01:20:38,Desfavorable,6,2698544.5901412214,304466.0753363587,Empresa,438,COMERCIAL 1,Caso relacionado 276,DR. PAREDES,1
EN TRÁMITE,361784,Norma Comercial,2011-12-26 12:09:23,Expediente 97,FERIA JUDICIAL,Media,Moderado,Andres,Corte Suprema,2027-02-10 16:47:31,En Proceso,6,1268752.8883853357,1888468.992082754,Organismo Público,1985,LABORAL 5,Caso relacionado 97,DR. PAREDES,1
EN TRÁMITE,586936,Norma Penal,2018-02-03 16:45:50,Expediente 402,EN TRÁMITE,Alta,Bajo,Andres,Segunda Instancia,2030-03-18 01:28:53,En Proceso,9,3405495.328835871,1100841.2490396206,Empresa,982,LABORAL 5,Caso relacionado 402,DRA. CINTIA FIAD,1
EN TRÁMITE,576812,Norma Penal,2018-05-02 16:45:50,Expediente 402,EN TRÁMITE,Alta,Bajo,Andres,Segunda Instancia,2028-06-09 01:28:53,En Proceso,9,2058218.6133326988,822885.4336700503,Empresa,849,LABORAL 5,Caso relacionado 402,DRA. CINTIA FIAD,1
APELADO,983889,Norma Civil,2009-04-11 20:32:33,Expediente 216,EN TRÁMITE,Media,Bajo,Andres,Segunda Instancia,2029-10-16 15:45:53,Conciliación,2,786176.1006043738,3758803.6813838505,Persona Física,1349,LABORAL 5,Caso relacionado 216,DR. PAREDES,1
APELADO,659275,Norma Penal,1999-05-31 18:01:27,Expediente 391,EN TRÁMITE,Media,Moderado,Andres,Primera Instancia,2026-06-14 23:48:42,Conciliación,8,2441068.380508035,836888.6912634841,Empresa,1212,COMERCIAL 1,Caso relacionado 391,DR. PAREDES,1
EN TRÁMITE,275741,Norma Comercial,2018-02-22 03:22:44,Expediente 219,APELADO,Alta,Alto,Mariana,Primera Instancia,2029-02-06 02:04:50,Conciliación,4,3823271.218721206,2681431.1678024484,Empresa,131,CIVIL 2,Caso relacionado 219,DR. URQUIZA,1
EN TRÁMITE,111534,Norma Civil,2013-08-09 17:09:47,Expediente 364,EN TRÁMITE,Media,Moderado,Belén,Segunda Instancia,2030-07-23 00:59:44,Conciliación,2,68434.03512129241,912548.4389624556,Persona Física,933,PAZ TERCERA,Caso relacionado 364,DR. URQUIZA,1
FERIA JUDICIAL,721982,Norma Comercial,2013-06-19 01:39:09,Expediente 498,FERIA JUDICIAL,Baja,Bajo,Andres,Primera Instancia,2026-04-27 19:30:30,En Proceso,6,2912984.2948258,333879.5528809135,Organismo Público,1573,COMERCIAL 1,Caso relacionado 498,DR. PAREDES,1
EN TRÁMITE,995500,Norma Penal,2002-04-11 08:15:55,Expediente 353,TERMINADO,Alta,Bajo,Belén,Primera Instancia,2023-06-02 07:22:10,Desfavorable,8,324575.8390914814,4242070.577362632,Persona Física,181,PAZ TERCERA,Caso relacionado 353,DRA. CINTIA FIAD,1
EN TRÁMITE,468191,Norma Penal,2006-12-01 08:29:13,Expediente 5,FERIA JUDICIAL,Baja,Alto,Mariana,Segunda Instancia,2025-05-24 18:51:14,Favorable,3,1892074.1010063568,2388683.2943556136,Persona Física,193,CIVIL 2,Caso relacionado 5,DR. PAREDES,1
APELADO,791424,Norma Civil,2006-02-16 17:23:03,Expediente 184,FERIA JUDICIAL,Media,Alto,Belén,Corte Suprema,2026-04-01 08:10:07,Conciliación,2,4309285.597026562,1924219.3368440368,Empresa,1084,LABORAL 5,Caso relacionado 184,DR. URQUIZA,1
FERIA JUDICIAL,356198,Norma Penal,2002-12-09 01:28:24,Expediente 39,TERMINADO,Alta,Moderado,Laura,Corte Suprema,2027-03-09 02:47:57,En Proceso,4,1498591.5901062756,3689105.4720261735,Empresa,1919,CIVIL 2,Caso relacionado 39,DRA. CINTIA FIAD,1
TERMINADO,558309,Norma Comercial,2006-06-04 10:19:52,Expediente 455,EN TRÁMITE,Baja,Moderado,Laura,Corte Suprema,2031-10-15 01:57:32,Favorable,9,2337741.775594808,436305.7020333527,Persona Física,1291,COMERCIAL 1,Caso relacionado 455,DRA. CINTIA FIAD,1
TERMINADO,104360,Norma Civil,2004-02-19 23:10:13,Expediente 3,TERMINADO,Baja,Alto,Andres,Primera Instancia,2026-12-02 15:43:00,Favorable,7,1257240.41476375,1398462.9321335691,Empresa,1129,PAZ TERCERA,Caso relacionado 3,DR. PAREDES,1
FERIA JUDICIAL,304827,Norma Penal,2006-05-30 20:50:57,Expediente 351,FERIA JUDICIAL,Alta,Bajo,Mariana,Segunda Instancia,2025-04-24 17:59:22,Conciliación,8,1543143.7019072326,448205.9732054767,Persona Física,1591,COMERCIAL 1,Caso relacionado 351,DR. PAREDES,1
EN TRÁMITE,484056,Norma Comercial,2014-07-26 13:24:06,Expediente 43,APELADO,Media,Moderado,Mariana,Segunda Instancia,2029-04-14 05:06:42,En Proceso,3,79809.06497131509,2809257.5463423347,Organismo Público,1248,COMERCIAL 1,Caso relacionado 43,DRA. CINTIA FIAD,1
TERMINADO,140075,Norma Civil,2027-02-07 01:34:50,Expediente 430,EN TRÁMITE,Media,Alto,Agostina,Primera Instancia,,Desfavorable,2,1427939.2644804467,877748.7540142298,Persona Física,265,LABORAL 5,Caso relacionado 430,DRA. CINTIA FIAD,0
APELADO,616970,Norma Penal,2000-07-05 10:18:25,Expediente 305,FERIA JUDICIAL,Alta,Bajo,Agostina,Primera Instancia,2030-03-16 19:27:11,Desfavorable,5,6182761.533244008,3033518.712603609,Empresa,1771,LABORAL 5,Caso relacionado 305,DRA. CINTIA FIAD,1
TERMINADO,298088,Norma Laboral,2015-09-14 07:52:55,Expediente 177,TERMINADO,Alta,Bajo,Laura,Corte Suprema,2027-05-17 07:35:16,Favorable,4,3961471.9069871022,1187062.9789239366,Empresa,1272,PAZ TERCERA,Caso relacionado 177,DRA. CINTIA FIAD,1
TERMINADO,109224,Norma Civil,2019-03-29 18:29:41,Expediente 449,EN TRÁMITE,Baja,Moderado,Andres,Corte Suprema,2026-10-20 22:56:11,Favorable,7,1196057.3700293847,293956.6610006309,Empresa,63,LABORAL 5,Caso relacionado 449,DR. PAREDES,1
EN TRÁMITE,748792,Norma Civil,2003-08-09 04:39:15,Expediente 246,TERMINADO,Alta,Alto,Agostina,Primera Instancia,2023-06-16 22:57:19,Favorable,4,1065726.8858660385,2666681.672886149,Persona Física,667,COMERCIAL 1,Caso relacionado 246,DR. PAREDES,1
APELADO,653953,Norma Comercial,2023-10-23 11:08:42,Expediente 334,FERIA JUDICIAL,Alta,Bajo,Agostina,Segunda Instancia,2028-06-05 09:05:26,Favorable,9,1813299.038810784,3217150.87208471,Empresa,123,PAZ TERCERA,Caso relacionado 334,DR. PAREDES,1
EN TRÁMITE,286122,Norma Penal,2023-04-01 14:20:03,Expediente 241,APELADO,Baja,Alto,Agostina,Corte Suprema,2028-10-06 13:30:31,Desfavorable,4,906124.4259498446,684136.9589349712,Organismo Público,1244,CIVIL 2,Caso relacionado 241,DRA. CINTIA FIAD,1
FERIA JUDICIAL,372628,Norma Penal,2019-10-14 23:41:50,Expediente 62,FERIA JUDICIAL,Media,Moderado,Laura,Primera Instancia,2027-03-23 12:54:10,Favorable,5,2714600.1754858783,1480550.5338264564,Organismo Público,2047,LABORAL 5,Caso relacionado 62,DRA. CINTIA FIAD,1
APELADO,170230,Norma Laboral,2013-02-21 09:09:49,Expediente 74,FERIA JUDICIAL,Alta,Bajo,Agostina,Corte Suprema,2029-02-25 02:54:03,Conciliación,3,272939.67285699944,812172.209050816,Empresa,1603,CIVIL 2,Caso relacionado 74,DRA. CINTIA FIAD,1
FERIA JUDICIAL,207858,Norma Laboral,2008-01-27 11:38:23,Expediente 314,APELADO,Alta,Bajo,Agostina,Primera Instancia,2028-01-22 04:34:21,Favorable,8,1114449.0418157042,2078247.278306375,Organismo Público,1705,CIVIL 2,Caso relacionado 314,DR. PAREDES,1
EN TRÁMITE,355592,Norma Comercial,2027-12-28 04:15:01,Expediente 395,FERIA JUDICIAL,Baja,Alto,Belén,Segunda Instancia,2025-02-23 05:18:11,En Proceso,2,805289.1462963377,3207559.3932785,Empresa,1642,PAZ TERCERA,Caso relacionado 395,DR. URQUIZA,1
FERIA JUDICIAL,605931,Norma Comercial,2009-07-07 23:06:46,Expediente 171,APELADO,Alta,Moderado,Andres,Corte Suprema,2027-01-13 04:11:43,Conciliación,5,2087527.7605840324,1906341.6182830129,Persona Física,337,COMERCIAL 1,Caso relacionado 171,DRA. CINTIA FIAD,1
APELADO,619636,Norma Comercial,2009-02-04 16:33:25,Expediente 361,APELADO,Alta,Moderado,Belén,Corte Suprema,2028-02-19 07:27:22,En Proceso,4,2868894.869154145,3338892.630622847,Empresa,456,LABORAL 5,Caso relacionado 361,DR. URQUIZA,1
TERMINADO,216840,Norma Penal,2007-08-11 13:45:31,Expediente 420,EN TRÁMITE,Media,Bajo,Mariana,Corte Suprema,2030-04-14 15:35:14,Conciliación,8,1180174.1391967742,3226199.9572986304,Persona Física,2165,LABORAL 5,Caso relacionado 420,DR. PAREDES,1
TERMINADO,639228,Norma Civil,2014-11-05 02:30:21,Expediente 437,TERMINADO,Baja,Bajo,Andres,Segunda Instancia,2027-07-06 12:48:58,Conciliación,4,3990760.285716924,3247356.6407505386,Organismo Público,1149,COMERCIAL 1,Caso relacionado 437,DR. URQUIZA,1
FERIA JUDICIAL,470508,Norma Penal,2014-11-06 22:04:47,Expediente 193,APELADO,Baja,Moderado,Belén,Primera Instancia,2027-10-03 14:12:36,Desfavorable,9,1446568.2379565155,1888468.992082754,Organismo Público,258,CIVIL 2,Caso relacionado 193,DRA. CINTIA FIAD,1
FERIA JUDICIAL,786338,Norma Penal,2019-09-11 06:09:02,Expediente 173,FERIA JUDICIAL,Alta,Alto,Laura,Primera Instancia,,En Proceso,4,4930426.833357306,537790.9911715769,Empresa,1744,COMERCIAL 1,Caso relacionado 173,DRA. CINTIA FIAD,0
TERMINADO,123952,Norma Comercial,2010-09-21 12:48:52,Expediente 480,EN TRÁMITE,Baja,Alto,Laura,Segunda Instancia,2029-04-06 10:51:57,En Proceso,4,2417779.2445627074,2935783.158437874,Empresa,136,PAZ TERCERA,Caso relacionado 480,DRA. CINTIA FIAD,1
APELADO,754891,Norma Penal,2016-04-27 02:44:24,Expediente 322,TERMINADO,Media,Alto,Mariana,Segunda Instancia,2025-08-12 04:31:41,Desfavorable,9,339898.1806734469,2135281.7958092554,Persona Física,261,CIVIL 2,Caso relacionado 322,DR. PAREDES,1
EN TRÁMITE,189939,Norma Comercial,2018-11-28 03:28:42,Expediente 315,FERIA JUDICIAL,Media,Moderado,Laura,Corte Suprema,2029-06-02 22:37:57,Favorable,8,823343.7032463233,1522101.798850656,Organismo Público,1668,CIVIL 2,Caso relacionado 315,DR. URQUIZA,1
FERIA JUDICIAL,947386,Norma Comercial,2014-09-08 03:01:25,Expediente 270,EN TRÁMITE,Baja,Bajo,Andres,Primera Instancia,2028-08-07 13:53:05,Conciliación,5,4670751.397250806,1542573.34430826,Empresa,1509,COMERCIAL 1,Caso relacionado 270,DR. URQUIZA,1
EN TRÁMITE,427851,Norma Laboral,2029-01-01 17:56:12,Expediente 195,TERMINADO,Alta,Bajo,Belén,Segunda Instancia,2033-03-16 19:38:46,Conciliación,4,2541109.121500504,1093724.555558227,Empresa,1555,LABORAL 5,Caso relacionado 195,DR. PAREDES,1
TERMINADO,909352,Norma Penal,2029-08-24 10:19:39,Expediente 38,APELADO,Media,Alto,Agostina,Corte Suprema,,Favorable,9,5647790.832846445,1949314.449565352,Persona Física,260,CIVIL 2,Caso relacionado 38,DR. URQUIZA,0
EN TRÁMITE,385356,Norma Penal,2008-03-16 12:58:46,Expediente 145,TERMINADO,Media,Bajo,Mariana,Primera Instancia,2026-10-06 08:37:07,Conciliación,8,956957.9249030168,196451.4853257138,Empresa,405,LABORAL 5,Caso relacionado 145,DRA. CINTIA FIAD,1
EN TRÁMITE,646057,Norma Comercial,2015-03-20 09:45:05,Expediente 330,FERIA JUDICIAL,Alta,Moderado,Andres,Segunda Instancia,2026-07-26 10:23:00,Conciliación,9,236442.4082334404,3093424.028101872,Organismo Público,1837,LABORAL 5,Caso relacionado 330,DR. PAREDES,1
APELADO,424285,Norma Laboral,2001-07-22 15:51:25,Expediente 122,FERIA JUDICIAL,Baja,Bajo,Agostina,Primera Instancia,,Favorable,8,236119.9843895537,2806672.3118098304,Empresa,67,PAZ TERCERA,Caso relacionado 122,DESCONOCIDO,0
TERMINADO,613955,Norma Civil,2000-10-27 07:44:22,Expediente 400,EN TRÁMITE,Alta,Alto,Agostina,Segunda Instancia,2029-02-25 00:56:27,Favorable,5,3445522.973453511,2715022.276750214,Organismo Público,822,LABORAL 5,Caso relacionado 400,DR. URQUIZA,1
FERIA JUDICIAL,836011,Norma Laboral,2009-02-08 19:11:32,Expediente 316,APELADO,Baja,Alto,Mariana,Segunda Instancia,2027-11-04 07:47:27,Favorable,7,3272116.8797866823,269103.88096829085,Empresa,990,COMERCIAL 1,Caso relacionado 316,DR. PAREDES,1
FERIA JUDICIAL,257720,Norma Comercial,2015-01-29 09:38:21,Expediente 467,EN TRÁMITE,Baja,Bajo,Agostina,Primera Instancia,2029-10-20 03:34:04,Desfavorable,6,3410490.962977492,3245221.1984421737,Empresa,949,PAZ TERCERA,Caso relacionado 467,DR. PAREDES,1
FERIA JUDICIAL,410195,Norma Civil,2018-10-17 10:49:24,Expediente 412,EN TRÁMITE,Alta,Moderado,Agostina,Corte Suprema,2030-08-15 12:06:02,Conciliación,2,3545233.5217954144,2050175.8122788337,Empresa,503,CIVIL 2,Caso relacionado 412,DR. PAREDES,1
EN TRÁMITE,910076,Norma Penal,2000-05-09 07:20:20,Expediente 10,EN TRÁMITE,Alta,Bajo,Mariana,Segunda Instancia,2028-07-17 06:02:23,Conciliación,4,953120.987532956,1378442.117591028,Organismo Público,990,CIVIL 2,Caso relacionado 10,DRA. CINTIA FIAD,1
APELADO,370210,Norma Civil,2019-04-03 16:44:04,Expediente 218,APELADO,Baja,Bajo,Laura,Corte Suprema,2031-05-26 09:33:32,En Proceso,9,3106682.4947805405,3207723.9154996667,Persona Física,781,PAZ TERCERA,Caso relacionado 218,DR. PAREDES,1
TERMINADO,515871,Norma Penal,2012-05-06 23:09:46,Expediente 234,TERMINADO,Alta,Alto,Belén,Segunda Instancia,2027-09-15 23:31:43,Favorable,6,1204807.7936379926,1612121.361565903,Organismo Público,1740,COMERCIAL 1,Caso relacionado 234,DR. PAREDES,1
EN TRÁMITE,358648,Norma Comercial,2002-10-31 13:21:46,Expediente 160,EN TRÁMITE,Baja,Bajo,Mariana,Segunda Instancia,2027-04-03 12:39:49,Desfavorable,4,5802680.131343347,2639418.7714156564,Persona Física,1775,PAZ TERCERA,Caso relacionado 160,DRA. CINTIA FIAD,1
APELADO,745472,Norma Comercial,2005-10-05 21:32:39,Expediente 368,APELADO,Alta,Bajo,Agostina,Segunda Instancia,2025-09-28 13:25:51,Conciliación,9,352698.0705994127,1888468.992082754,Organismo Público,818,CIVIL 2,Caso relacionado 368,DR. PAREDES,1
EN TRÁMITE,290703,Norma Comercial,2009-07-23 14:42:31,Expediente 229,TERMINADO,Media,Moderado,Andres,Segunda Instancia,2027-05-17 22:09:57,Conciliación,6,4559604.371014181,2299627.43030465,Organismo Público,1850,PAZ TERCERA,Caso relacionado 229,DR. PAREDES,1
TERMINADO,322035,Norma Comercial,2013-08-06 11:30:16,Expediente 358,TERMINADO,Baja,Bajo,Agostina,Corte Suprema,2027-11-05 12:16:21,Desfavorable,7,1510072.622268548,1429893.667066906,Persona Física,682,COMERCIAL 1,Caso relacionado 358,DRA. CINTIA FIAD,1
APELADO,765807,Norma Comercial,2015-06-22 14:08:05,Expediente 215,TERMINADO,Baja,Alto,Agostina,Corte Suprema,2028-12-31 12:14:31,En Proceso,8,2875183.2633165764,2867561.5748680234,Persona Física,1752,CIVIL 2,Caso relacionado 215,DR. URQUIZA,1
APELADO,342223,Norma Laboral,2000-05-16 20:19:35,Expediente 360,TERMINADO,Media,Bajo,Andres,Segunda Instancia,2028-12-19 08:10:35,Conciliación,9,5295289.609918444,359754.84522444074,Persona Física,2118,CIVIL 2,Caso relacionado 360,DRA. CINTIA FIAD,1
APELADO,144768,Norma Penal,2012-07-14 02:44:24,Expediente 322,TERMINADO,Media,Alto,Mariana,Segunda Instancia,2023-06-29 04:31:41,Desfavorable,9,240391.9272642653,2103318.3562840866,Persona Física,318,CIVIL 2,Caso relacionado 322,DR. PAREDES,1
EN TRÁMITE,779776,Norma Laboral,2008-08-07 01:23:36,Expediente 444,APELADO,Baja,Alto,Andres,Corte Suprema,2030-12-17 18:28:12,Favorable,2,3834785.3779683695,2859254.972859534,Persona Física,2120,LABORAL 5,Caso relacionado 444,DR. PAREDES,1
APELADO,114126,Norma Civil,2014-09-27 05:54:42,Expediente 438,EN TRÁMITE,Alta,Alto,Agostina,Corte Suprema,2026-09-13 07:39:31,Desfavorable,4,2784414.9471055013,392561.9304606118,Persona Física,1056,PAZ TERCERA,Caso relacionado 438,DRA. CINTIA FIAD,1
EN TRÁMITE,131606,Norma Comercial,2005-03-09 14:42:31,Expediente 229,TERMINADO,Media,Moderado,Andres,Segunda Instancia,2023-06-20 22:09:57,Conciliación,6,4794238.854040177,1890437.8317376573,Organismo Público,1362,PAZ TERCERA,Caso relacionado 229,DR. PAREDES,1
EN TRÁMITE,616508,Norma Comercial,2020-09-25 21:42:59,Expediente 73,EN TRÁMITE,Baja,Moderado,Laura,Primera Instancia,2025-05-04 20:31:37,Desfavorable,8,2142398.6965168645,402962.9782631698,Persona Física,809,CIVIL 2,Caso relacionado 73,DR. PAREDES,1
FERIA JUDICIAL,482496,Norma Comercial,2002-05-30 13:09:18,Expediente 440,TERMINADO,Baja,Bajo,Mariana,Primera Instancia,2027-08-23 08:43:26,En Proceso,9,1167562.20885475,2720432.9781045434,Empresa,1692,LABORAL 5,Caso relacionado 440,DR. URQUIZA,1
TERMINADO,845843,Norma Laboral,2008-06-17 17:21:07,Expediente 121,EN TRÁMITE,Baja,Moderado,Laura,Corte Suprema,2027-12-10 04:42:52,Favorable,6,1980518.239898528,537523.7774586424,Empresa,1548,PAZ TERCERA,Caso relacionado 121,DRA. CINTIA FIAD,1
APELADO,257214,Norma Penal,2014-01-11 21:04:58,Expediente 485,EN TRÁMITE,Alta,Alto,Andres,Segunda Instancia,2027-03-18 09:14:27,Favorable,8,4261333.760044862,3587706.932185061,Organismo Público,1022,COMERCIAL 1,Caso relacionado 485,DR. PAREDES,1
FERIA JUDICIAL,767769,Norma Laboral,2007-07-08 23:26:06,Expediente 178,APELADO,Media,Alto,Laura,Primera Instancia,2026-03-25 01:19:27,Favorable,7,2977071.8672621534,2983328.6793514416,Persona Física,728,CIVIL 2,Caso relacionado 178,DR. URQUIZA,1
TERMINADO,662117,Norma Civil,2004-09-28 01:51:28,Expediente 475,FERIA JUDICIAL,Media,Bajo,Andres,Primera Instancia,2030-06-10 22:28:44,Desfavorable,7,4084479.200772937,545935.7248843176,Organismo Público,1108,LABORAL 5,Caso relacionado 475,DR. PAREDES,1
TERMINADO,255385,Norma Penal,2008-03-23 11:43:52,Expediente 194,EN TRÁMITE,Baja,Alto,Mariana,Corte Suprema,2031-07-10 06:47:31,Conciliación,5,3060439.034503703,1489847.5430589572,Persona Física,2060,PAZ TERCERA,Caso relacionado 194,DRA. CINTIA FIAD,1
FERIA JUDICIAL,613296,Norma Laboral,2006-09-05 20:24:21,Expediente 83,FERIA JUDICIAL,Baja,Moderado,Belén,Corte Suprema,2026-12-16 08:57:34,Conciliación,6,3128046.9779832293,1373901.0111438422,Empresa,81,LABORAL 5,Caso relacionado 83,DRA. CINTIA FIAD,1
APELADO,662181,Norma Penal,2002-04-18 03:36:37,Expediente 127,APELADO,Baja,Bajo,Agostina,Corte Suprema,2027-05-28 10:44:35,Desfavorable,6,789282.6162250126,321055.8242738772,Empresa,1137,COMERCIAL 1,Caso relacionado 127,DR. URQUIZA,1
EN TRÁMITE,136380,Norma Penal,2012-11-19 12:12:02,Expediente 61,APELADO,Baja,Bajo,Agostina,Segunda Instancia,2028-12-16 04:13:36,Favorable,3,3506356.5593497152,999256.8785531966,Empresa,2153,COMERCIAL 1,Caso relacionado 61,DRA. CINTIA FIAD,1
TERMINADO,743692,Norma Laboral,2010-06-15 22:48:45,Expediente 441,FERIA JUDICIAL,Baja,Bajo,Andres,Segunda Instancia,2025-12-25 09:42:30,Conciliación,2,6065193.078341141,508054.0228729476,Persona Física,761,PAZ TERCERA,Caso relacionado 441,DR. URQUIZA,1
FERIA JUDICIAL,372004,Norma Civil,2009-12-21 21:52:14,Expediente 407,TERMINADO,Media,Moderado,Andres,Segunda Instancia,2022-12-02 07:55:31,Desfavorable,2,4627365.929700455,3006443.3532072194,Empresa,1585,PAZ TERCERA,Caso relacionado 407,DRA. CINTIA FIAD,1
TERMINADO,449432,Norma Penal,2024-03-04 19:48:14,Expediente 199,FERIA JUDICIAL,Baja,Alto,Mariana,Segunda Instancia,2023-09-18 04:01:15,Conciliación,6,4446779.103860757,4123358.152564899,Persona Física,1648,COMERCIAL 1,Caso relacionado 199,DRA. CINTIA FIAD,1
TERMINADO,908805,Norma Penal,2018-08-10 03:08:03,Expediente 397,EN TRÁMITE,Media,Alto,Mariana,Primera Instancia,2032-06-05 01:46:13,Conciliación,2,1038554.6319380231,2293456.399501574,Persona Física,1427,CIVIL 2,Caso relacionado 397,DR. URQUIZA,1
EN TRÁMITE,510376,Norma Laboral,2014-02-18 15:28:41,Expediente 268,EN TRÁMITE,Baja,Moderado,Belén,Segunda Instancia,2031-03-03 23:24:14,Favorable,7,5852720.850788093,2477142.812658358,Persona Física,395,PAZ TERCERA,Caso relacionado 268,DR. PAREDES,1
APELADO,391930,Norma Comercial,2012-06-11 08:06:48,Expediente 262,EN TRÁMITE,Alta,Alto,Laura,Segunda Instancia,2029-10-29 05:33:35,Desfavorable,9,3432563.1834038342,604106.3200389083,Organismo Público,898,COMERCIAL 1,Caso relacionado 262,DR. PAREDES,1
EN TRÁMITE,767247,Norma Comercial,2016-01-22 03:28:42,Expediente 315,FERIA JUDICIAL,Media,Moderado,Laura,Corte Suprema,2028-07-23 22:37:57,Favorable,8,773069.1683820437,1891449.4668826505,Organismo Público,1650,CIVIL 2,Caso relacionado 315,DR. URQUIZA,1
EN TRÁMITE,961622,Norma Penal,2018-10-16 05:19:48,Expediente 327,APELADO,Baja,Moderado,Laura,Primera Instancia,2029-01-24 18:40:53,Conciliación,6,3515633.1352251,1471600.034386802,Organismo Público,822,COMERCIAL 1,Caso relacionado 327,DR. URQUIZA,1
TERMINADO,844896,Norma Civil,2006-11-24 05:57:40,Expediente 137,TERMINADO,Baja,Alto,Laura,Corte Suprema,2030-02-11 08:53:38,Desfavorable,6,5351960.416572736,4638976.638870413,Organismo Público,1108,COMERCIAL 1,Caso relacionado 137,DR. URQUIZA,1
APELADO,720736,Norma Civil,2024-02-14 18:19:25,Expediente 413,TERMINADO,Media,Moderado,Andres,Corte Suprema,2029-09-27 04:34:20,Conciliación,4,599816.8693510502,3067967.592480754,Persona Física,1238,LABORAL 5,Caso relacionado 413,DR. PAREDES,1
APELADO,372056,Norma Civil,1997-10-19 10:47:17,Expediente 31,EN TRÁMITE,Baja,Alto,Andres,Primera Instancia,2031-01-26 17:44:15,Conciliación,6,703850.2270650627,3314057.25150028,Persona Física,1113,PAZ TERCERA,Caso relacionado 31,DR. URQUIZA,1
FERIA JUDICIAL,213217,Norma Civil,2024-05-05 08:51:06,Expediente 274,APELADO,Media,Alto,Andres,Segunda Instancia,2029-03-20 04:49:23,Conciliación,4,3992788.882126512,3738004.99320019,Persona Física,837,COMERCIAL 1,Caso relacionado 274,DR. URQUIZA,1
TERMINADO,989193,Norma Civil,2008-11-04 09:03:06,Expediente 479,FERIA JUDICIAL,Baja,Moderado,Laura,Primera Instancia,2030-12-09 17:34:05,Desfavorable,5,1657213.9486472332,3215933.7670378974,Empresa,63,PAZ TERCERA,Caso relacionado 479,DRA. CINTIA FIAD,1
TERMINADO,476454,Norma Comercial,2009-01-03 12:48:52,Expediente 480,EN TRÁMITE,Baja,Alto,Laura,Segunda Instancia,2032-09-05 10:51:57,En Proceso,4,2181300.4034659285,2276943.5964394794,Empresa,101,PAZ TERCERA,Caso relacionado 480,DRA. CINTIA FIAD,1
APELADO,905368,Norma Penal,2023-10-13 11:42:51,Expediente 132,EN TRÁMITE,Alta,Bajo,Andres,Primera Instancia,2022-07-19 02:45:51,Desfavorable,3,1790581.9417563688,3444783.3571584574,Persona Física,1239,CIVIL 2,Caso relacionado 132,DRA. CINTIA FIAD,1
